timestamp,device_id,operating_state,load_pct,temperature_c,vibration_mm_s,current_a,power_kw,energy_kwh_5min,valve_command_pct,valve_position_pct,position_error_pct,upstream_pressure_bar,downstream_pressure_bar,flow_m3_h,differential_pressure_bar,threshold_status,data_quality_flag,is_anomaly,anomaly_type,risk_level,incident_id,expected_action
2026-07-01 04:10:00,VALVE_C,running,64.33,41.12,,0.639,0.1456,0.01213,71.44,70.99,0.44,5.358,4.42,55.48,0.938,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:15:00,VALVE_C,running,59.17,41.85,,0.631,0.1454,0.01212,66.88,66.05,0.84,5.273,4.332,51.4,0.941,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:20:00,VALVE_C,running,60.24,41.66,,0.617,0.137,0.01141,66.37,66.05,0.31,5.292,4.375,54.92,0.917,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:25:00,VALVE_C,running,63.51,41.72,,0.66,0.1569,0.01307,69.33,69.35,0.02,5.304,4.408,55.07,0.896,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:30:00,VALVE_C,running,63.36,42.43,,0.645,0.142,0.01183,69.68,70.62,0.94,5.31,4.368,57.4,0.942,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:35:00,VALVE_C,running,60.13,42.69,,0.629,0.1384,0.01153,66.26,67.35,1.09,5.302,4.364,53.84,0.938,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:40:00,VALVE_C,running,59.82,41.73,,0.659,0.1556,0.01297,67.75,66.64,1.11,5.233,4.281,52.9,0.952,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:45:00,VALVE_C,running,61.75,42.46,,0.687,0.1527,0.01273,69.62,69.08,0.54,5.354,4.514,53.81,0.841,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:50:00,VALVE_C,running,57.61,41.44,,0.663,0.1424,0.01186,65.03,64.37,0.66,5.293,4.335,53.34,0.958,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:55:00,VALVE_C,running,61.72,41.71,,0.674,0.1494,0.01245,69.05,69.67,0.62,5.432,4.542,52.77,0.89,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:00:00,VALVE_C,running,59.76,41.1,,0.655,0.1485,0.01237,67.92,68.0,0.08,5.279,4.411,54.03,0.867,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:05:00,VALVE_C,running,58.77,42.26,,0.634,0.1419,0.01183,65.8,65.75,0.06,5.117,4.224,51.06,0.893,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:10:00,VALVE_C,running,58.99,42.13,,0.633,0.1439,0.01199,67.45,67.27,0.19,5.293,4.488,54.55,0.805,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:15:00,VALVE_C,running,58.07,41.83,,0.613,0.1386,0.01155,65.52,65.72,0.21,5.337,4.398,53.32,0.94,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:20:00,VALVE_C,running,57.69,41.6,,0.628,0.1465,0.01221,65.76,67.14,1.39,5.243,4.325,52.24,0.919,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:25:00,VALVE_C,running,62.85,41.37,,0.659,0.1557,0.01298,68.42,69.21,0.79,5.388,4.481,54.54,0.908,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:30:00,VALVE_C,running,56.03,40.93,,0.671,0.154,0.01283,63.21,62.12,1.09,5.209,4.292,51.64,0.917,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:35:00,VALVE_C,running,55.05,41.6,,0.621,0.1457,0.01214,63.41,63.22,0.19,5.185,4.194,51.95,0.99,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:40:00,VALVE_C,running,58.08,41.56,,0.641,0.1476,0.0123,64.41,64.48,0.07,5.216,4.265,54.26,0.952,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:45:00,VALVE_C,running,60.4,42.08,,0.634,0.152,0.01267,66.7,66.13,0.57,5.358,4.436,54.23,0.922,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:50:00,VALVE_C,running,56.46,41.64,,0.662,0.1628,0.01357,63.61,63.05,0.56,5.263,4.341,52.23,0.922,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:55:00,VALVE_C,running,60.96,41.79,,0.645,0.1532,0.01277,67.36,67.17,0.19,5.253,4.321,53.31,0.931,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:00:00,VALVE_C,running,64.22,42.12,,0.631,0.1435,0.01196,70.32,70.74,0.42,5.4,4.507,53.22,0.893,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:05:00,VALVE_C,running,57.1,40.89,,0.632,0.1485,0.01238,63.94,63.87,0.08,5.241,4.278,51.82,0.963,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:10:00,VALVE_C,running,62.43,41.11,,0.685,0.1513,0.01261,69.73,70.45,0.72,5.387,4.52,55.45,0.867,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:15:00,VALVE_C,running,64.9,43.08,,0.671,0.1567,0.01306,71.11,70.44,0.68,5.366,4.481,56.02,0.885,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:20:00,VALVE_C,running,62.62,41.11,,0.652,0.1506,0.01255,69.01,69.23,0.22,5.225,4.327,55.2,0.898,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:25:00,VALVE_C,running,60.04,42.27,,0.655,0.1465,0.01221,68.25,68.33,0.07,5.49,4.609,53.75,0.881,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:30:00,VALVE_C,running,60.67,41.82,,0.704,0.1699,0.01416,67.68,68.31,0.63,5.409,4.504,52.85,0.905,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:35:00,VALVE_C,running,56.78,40.49,,0.616,0.1408,0.01173,64.29,63.73,0.56,5.306,4.387,50.87,0.919,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:40:00,VALVE_C,running,62.75,41.98,,0.644,0.1505,0.01254,69.13,70.28,1.15,5.255,4.422,56.0,0.833,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:45:00,VALVE_C,running,58.84,41.83,,0.696,0.158,0.01317,67.01,67.7,0.68,5.301,4.354,52.9,0.947,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:50:00,VALVE_C,running,63.78,41.73,,0.638,0.145,0.01209,71.81,71.6,0.22,5.431,4.492,55.18,0.939,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:55:00,VALVE_C,running,63.55,42.34,,0.629,0.1525,0.01271,69.61,69.66,0.06,5.317,4.352,53.53,0.966,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:00:00,VALVE_C,running,68.06,43.51,,0.68,0.1497,0.01248,72.59,73.54,0.95,5.509,4.655,56.71,0.854,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:05:00,VALVE_C,running,65.4,42.22,,0.677,0.1546,0.01288,71.83,72.64,0.81,5.274,4.391,54.85,0.884,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:10:00,VALVE_C,running,65.55,42.46,,0.641,0.1509,0.01258,70.96,70.95,0.01,5.293,4.398,56.95,0.895,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:15:00,VALVE_C,running,63.79,42.06,,0.637,0.1425,0.01188,70.3,70.63,0.33,5.242,4.308,55.33,0.935,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:20:00,VALVE_C,running,67.51,42.4,,0.65,0.146,0.01216,73.2,74.07,0.87,5.558,4.745,58.77,0.813,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:25:00,VALVE_C,running,64.49,42.21,,0.64,0.154,0.01284,70.7,70.46,0.24,5.288,4.453,54.95,0.835,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:30:00,VALVE_C,running,69.62,42.74,,0.693,0.1627,0.01356,76.03,75.52,0.51,5.507,4.692,57.97,0.815,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:35:00,VALVE_C,running,70.3,42.98,,0.678,0.1558,0.01298,75.84,75.91,0.07,5.436,4.613,59.21,0.823,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:40:00,VALVE_C,running,70.79,43.29,,0.66,0.1539,0.01283,75.81,74.72,1.09,5.514,4.733,57.83,0.781,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:45:00,VALVE_C,running,69.46,42.61,,0.681,0.1497,0.01248,75.55,75.19,0.36,5.533,4.733,58.31,0.8,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:50:00,VALVE_C,running,72.01,44.41,,0.666,0.1582,0.01318,77.33,76.91,0.42,5.501,4.712,58.55,0.789,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:55:00,VALVE_C,running,68.38,42.44,,0.682,0.1594,0.01328,75.13,76.57,1.44,5.434,4.591,57.65,0.844,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:00:00,VALVE_C,running,68.68,42.25,,0.659,0.1434,0.01195,73.54,72.88,0.66,5.306,4.508,57.16,0.798,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:05:00,VALVE_C,running,71.42,43.42,,0.727,0.166,0.01383,74.62,75.49,0.87,5.586,4.715,57.91,0.871,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:10:00,VALVE_C,running,72.6,43.77,,0.706,0.1617,0.01347,76.69,77.11,0.43,5.525,4.699,57.99,0.825,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:15:00,VALVE_C,running,68.97,42.99,,0.671,0.1475,0.01229,75.79,75.23,0.56,5.333,4.446,56.85,0.887,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:20:00,VALVE_C,running,75.5,43.79,,0.694,0.153,0.01275,80.62,81.35,0.73,5.625,4.806,59.84,0.818,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:25:00,VALVE_C,running,68.9,42.8,,0.668,0.1496,0.01247,75.04,75.65,0.61,5.477,4.633,58.27,0.844,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:30:00,VALVE_C,running,72.15,43.35,,0.687,0.1499,0.01249,76.51,76.43,0.08,5.506,4.684,57.94,0.822,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:35:00,VALVE_C,running,73.27,43.14,,0.725,0.1614,0.01345,78.32,77.5,0.82,5.585,4.711,60.27,0.874,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:40:00,VALVE_C,running,70.32,42.94,,0.653,0.1358,0.01132,75.3,74.73,0.58,5.469,4.615,57.13,0.854,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:45:00,VALVE_C,running,76.69,43.37,,0.703,0.1652,0.01376,81.81,81.03,0.78,5.573,4.796,62.11,0.777,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:50:00,VALVE_C,running,75.53,43.11,,0.67,0.146,0.01217,79.71,79.76,0.06,5.535,4.7,58.99,0.835,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:55:00,VALVE_C,running,75.32,44.12,,0.703,0.1601,0.01334,79.55,80.01,0.47,5.416,4.62,59.78,0.795,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:00:00,VALVE_C,running,74.62,44.59,,0.7,0.1587,0.01323,79.5,79.45,0.05,5.633,4.847,60.0,0.786,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:05:00,VALVE_C,running,78.42,44.58,,0.693,0.1573,0.01311,81.47,82.01,0.54,5.66,4.849,60.64,0.811,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:10:00,VALVE_C,running,75.37,43.6,,0.696,0.1663,0.01386,79.71,80.23,0.52,5.525,4.73,61.66,0.795,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:15:00,VALVE_C,running,78.74,44.38,,0.688,0.1635,0.01362,84.47,85.18,0.71,5.707,4.924,61.06,0.783,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:20:00,VALVE_C,running,80.26,44.43,,0.678,0.1672,0.01393,82.76,82.27,0.49,5.577,4.754,62.55,0.823,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:25:00,VALVE_C,running,77.73,43.96,,0.672,0.1537,0.0128,83.03,83.07,0.04,5.54,4.761,61.78,0.779,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:30:00,VALVE_C,running,82.09,44.54,,0.734,0.1669,0.01391,85.12,85.16,0.04,5.664,4.92,62.7,0.743,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:35:00,VALVE_C,running,78.66,44.46,,0.702,0.1658,0.01382,83.0,83.21,0.2,5.665,4.864,62.13,0.801,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:40:00,VALVE_C,running,76.64,42.46,,0.705,0.1653,0.01378,81.42,81.34,0.08,5.537,4.737,61.32,0.8,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:45:00,VALVE_C,running,79.26,44.4,,0.731,0.1722,0.01435,83.0,83.04,0.04,5.538,4.741,61.22,0.797,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:50:00,VALVE_C,running,79.67,43.73,,0.682,0.1462,0.01219,84.57,84.05,0.52,5.693,4.908,60.86,0.785,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:55:00,VALVE_C,running,78.69,43.61,,0.697,0.161,0.01341,82.74,83.87,1.13,5.616,4.791,60.68,0.825,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:00:00,VALVE_C,running,85.31,44.17,,0.72,0.1712,0.01427,88.76,89.04,0.27,5.804,5.114,66.32,0.69,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:05:00,VALVE_C,running,79.28,43.44,,0.681,0.1524,0.0127,82.48,83.18,0.7,5.638,4.877,60.75,0.762,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:10:00,VALVE_C,running,81.41,44.37,,0.711,0.1653,0.01378,83.89,84.42,0.53,5.703,4.983,62.22,0.72,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:15:00,VALVE_C,running,79.94,44.29,,0.691,0.1573,0.01311,82.75,82.22,0.53,5.644,4.871,60.39,0.773,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:20:00,VALVE_C,running,81.04,44.17,,0.676,0.1549,0.01291,82.03,82.33,0.29,5.753,4.973,61.22,0.78,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:25:00,VALVE_C,running,76.82,43.63,,0.704,0.1641,0.01368,79.36,78.8,0.56,5.678,4.817,61.44,0.862,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:30:00,VALVE_C,running,79.14,43.87,,0.746,0.1698,0.01415,82.91,83.97,1.06,5.563,4.756,61.14,0.807,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:35:00,VALVE_C,running,81.9,44.06,,0.707,0.162,0.0135,85.34,85.12,0.21,5.58,4.796,61.65,0.784,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:40:00,VALVE_C,running,84.92,45.11,,0.694,0.1667,0.01389,86.5,86.39,0.12,5.632,4.825,65.24,0.807,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:45:00,VALVE_C,running,78.87,43.41,,0.726,0.1707,0.01423,82.65,82.34,0.32,5.511,4.725,62.09,0.786,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:50:00,VALVE_C,running,81.76,45.07,,0.699,0.1601,0.01334,84.65,84.35,0.3,5.658,4.904,62.74,0.755,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:55:00,VALVE_C,running,83.37,43.99,,0.698,0.152,0.01267,85.72,84.77,0.95,5.704,4.945,62.95,0.759,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:00:00,VALVE_C,running,83.51,43.53,,0.729,0.1665,0.01387,86.51,86.75,0.25,5.648,4.888,62.87,0.76,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:05:00,VALVE_C,running,75.48,43.39,,0.686,0.1577,0.01315,78.54,78.39,0.15,5.586,4.755,60.11,0.831,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:10:00,VALVE_C,running,78.46,43.88,,0.71,0.1691,0.01409,82.03,82.37,0.34,5.584,4.753,61.48,0.831,normal,ok,False,none,normal,,Rutin izlemeye devam et.
