timestamp,device_id,operating_state,load_pct,temperature_c,vibration_mm_s,current_a,power_kw,energy_kwh_5min,suction_pressure_bar,discharge_pressure_bar,flow_m3_h,differential_pressure_bar,threshold_status,data_quality_flag,is_anomaly,anomaly_type,risk_level,incident_id,expected_action
2026-07-01 01:35:00,PUMP_B,running,65.89,56.12,2.672,,,,1.843,5.417,54.38,3.574,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:40:00,PUMP_B,running,62.8,55.95,2.44,,,,1.826,5.313,55.11,3.487,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:45:00,PUMP_B,running,66.85,56.41,2.488,,,,1.798,5.411,56.27,3.612,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:50:00,PUMP_B,running,67.7,56.88,2.598,,,,1.836,5.4,57.74,3.564,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:55:00,PUMP_B,running,64.32,56.25,2.452,,,,1.822,5.359,54.35,3.538,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:00:00,PUMP_B,running,62.22,56.52,2.52,,,,1.777,5.313,53.72,3.536,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:05:00,PUMP_B,running,67.82,57.7,2.557,,,,1.808,5.347,58.24,3.539,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:10:00,PUMP_B,running,62.25,57.06,2.464,,,,1.819,5.365,54.89,3.546,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:15:00,PUMP_B,running,62.74,56.11,2.458,,,,1.828,5.247,53.69,3.419,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:20:00,PUMP_B,running,65.8,57.37,2.576,,,,1.793,5.392,55.63,3.599,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:25:00,PUMP_B,running,64.61,56.62,2.509,,,,1.858,5.496,55.01,3.638,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:30:00,PUMP_B,running,65.21,56.91,2.465,,,,1.89,5.255,56.14,3.365,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:35:00,PUMP_B,running,67.47,57.16,2.5,,,,1.781,5.407,56.46,3.627,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:40:00,PUMP_B,running,63.64,56.42,2.489,,,,1.816,5.325,54.04,3.508,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:45:00,PUMP_B,running,69.1,57.33,2.58,,,,1.857,5.382,57.37,3.525,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:50:00,PUMP_B,running,61.16,55.94,2.542,,,,1.84,5.167,53.32,3.327,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:55:00,PUMP_B,running,61.1,55.84,2.525,,,,1.897,5.302,52.29,3.405,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:00:00,PUMP_B,running,59.92,55.14,2.39,,,,1.86,5.3,53.1,3.44,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:05:00,PUMP_B,running,58.65,56.2,2.441,,,,1.898,5.202,52.66,3.304,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:10:00,PUMP_B,running,64.2,55.86,2.644,,,,1.845,5.355,55.44,3.51,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:15:00,PUMP_B,running,63.69,56.62,2.534,,,,1.877,5.349,55.41,3.472,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:20:00,PUMP_B,running,59.29,56.26,2.489,,,,1.847,5.251,52.77,3.404,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:25:00,PUMP_B,running,62.69,57.06,2.516,,,,1.854,5.331,55.04,3.477,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:30:00,PUMP_B,running,63.64,56.74,2.641,,,,1.904,5.364,54.51,3.46,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:35:00,PUMP_B,running,61.36,56.27,2.426,,,,1.872,5.255,53.05,3.383,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:40:00,PUMP_B,running,64.99,56.59,2.659,,,,1.843,5.331,56.5,3.487,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:45:00,PUMP_B,running,63.39,56.56,2.545,,,,1.882,5.26,52.96,3.378,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:50:00,PUMP_B,running,62.93,56.42,2.455,,,,1.808,5.334,56.02,3.526,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:55:00,PUMP_B,running,60.92,56.22,2.416,,,,1.823,5.337,52.96,3.513,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:00:00,PUMP_B,running,60.15,55.73,2.386,,,,1.887,5.338,53.4,3.45,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:05:00,PUMP_B,running,61.83,56.48,2.465,,,,1.813,5.338,53.86,3.525,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:10:00,PUMP_B,running,64.34,57.56,2.681,,,,1.852,5.342,55.43,3.49,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:15:00,PUMP_B,running,58.88,56.06,2.428,,,,1.958,5.295,51.59,3.337,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:20:00,PUMP_B,running,62.05,56.7,2.768,,,,1.874,5.271,54.81,3.397,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:25:00,PUMP_B,running,63.71,57.1,2.654,,,,1.846,5.312,54.46,3.466,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:30:00,PUMP_B,running,64.61,57.33,2.57,,,,1.837,5.327,57.17,3.49,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:35:00,PUMP_B,running,61.34,56.11,2.56,,,,1.869,5.338,53.6,3.469,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:40:00,PUMP_B,running,58.78,55.72,2.372,,,,1.893,5.257,53.03,3.364,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:45:00,PUMP_B,running,61.34,57.27,2.433,,,,1.853,5.342,54.24,3.489,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:50:00,PUMP_B,running,58.39,56.05,2.345,,,,1.896,5.29,53.36,3.394,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:55:00,PUMP_B,running,60.22,56.39,2.468,,,,1.862,5.422,53.05,3.56,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:00:00,PUMP_B,running,59.75,55.8,2.434,,,,1.793,5.258,53.46,3.464,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:05:00,PUMP_B,running,58.21,55.08,2.426,,,,1.865,5.113,51.28,3.247,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:10:00,PUMP_B,running,62.24,57.33,2.411,,,,1.826,5.277,54.64,3.452,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:15:00,PUMP_B,running,58.93,55.59,2.503,,,,1.896,5.308,53.0,3.412,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:20:00,PUMP_B,running,58.07,55.21,2.624,,,,1.831,5.216,52.22,3.385,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:25:00,PUMP_B,running,62.6,56.46,2.447,,,,1.836,5.387,54.05,3.551,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:30:00,PUMP_B,running,57.82,55.87,2.396,,,,1.822,5.254,52.08,3.431,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:35:00,PUMP_B,running,57.49,56.29,2.33,,,,1.874,5.149,52.16,3.275,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:40:00,PUMP_B,running,59.81,55.65,2.388,,,,1.843,5.238,54.18,3.396,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:45:00,PUMP_B,running,61.32,55.77,2.41,,,,1.892,5.343,54.44,3.451,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:50:00,PUMP_B,running,58.44,56.12,2.458,,,,1.872,5.258,52.03,3.386,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:55:00,PUMP_B,running,59.78,56.32,2.383,,,,1.825,5.288,53.16,3.463,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:00:00,PUMP_B,running,63.9,56.92,2.533,,,,1.909,5.391,53.46,3.481,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:05:00,PUMP_B,running,57.85,56.06,2.444,,,,1.912,5.24,51.92,3.328,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:10:00,PUMP_B,running,64.94,57.96,2.498,,,,1.839,5.395,55.2,3.556,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:15:00,PUMP_B,running,65.92,56.9,2.646,,,,1.824,5.412,55.85,3.588,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:20:00,PUMP_B,running,62.36,55.53,2.506,,,,1.816,5.2,55.25,3.384,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:25:00,PUMP_B,running,62.99,57.01,2.523,,,,1.838,5.474,53.79,3.637,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:30:00,PUMP_B,running,60.4,55.71,2.615,,,,1.846,5.38,53.09,3.534,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:35:00,PUMP_B,running,58.37,55.83,2.384,,,,1.883,5.299,51.31,3.415,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:40:00,PUMP_B,running,63.94,57.61,2.508,,,,1.863,5.288,56.28,3.425,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:45:00,PUMP_B,running,60.11,55.21,2.421,,,,1.88,5.278,53.09,3.397,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:50:00,PUMP_B,running,62.59,56.31,2.483,,,,1.876,5.433,54.96,3.557,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:55:00,PUMP_B,running,61.88,55.81,2.443,,,,1.88,5.298,53.72,3.418,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:00:00,PUMP_B,running,69.39,57.76,2.593,,,,1.914,5.475,56.79,3.561,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:05:00,PUMP_B,running,66.52,56.77,2.628,,,,1.803,5.328,55.23,3.526,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:10:00,PUMP_B,running,64.79,57.12,2.553,,,,1.862,5.319,56.58,3.457,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:15:00,PUMP_B,running,63.87,56.11,2.446,,,,1.839,5.292,55.0,3.453,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:20:00,PUMP_B,running,69.06,57.32,2.637,,,,1.862,5.583,58.73,3.721,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:25:00,PUMP_B,running,65.33,56.65,2.528,,,,1.815,5.281,54.67,3.466,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:30:00,PUMP_B,running,70.42,57.35,2.657,,,,1.847,5.485,58.24,3.638,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:35:00,PUMP_B,running,71.36,58.64,2.626,,,,1.777,5.425,59.17,3.648,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:40:00,PUMP_B,running,68.69,57.24,2.635,,,,1.819,5.494,57.64,3.675,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:45:00,PUMP_B,running,70.01,58.52,2.628,,,,1.87,5.526,57.72,3.657,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:50:00,PUMP_B,running,71.34,57.3,2.819,,,,1.787,5.543,59.09,3.756,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:55:00,PUMP_B,running,70.32,58.45,2.821,,,,1.806,5.431,57.96,3.625,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:00:00,PUMP_B,running,66.58,57.88,2.544,,,,1.844,5.301,56.36,3.457,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:05:00,PUMP_B,running,70.81,59.05,2.556,,,,1.817,5.612,57.99,3.795,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:10:00,PUMP_B,running,71.58,57.79,2.572,,,,1.822,5.527,58.46,3.704,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:15:00,PUMP_B,running,69.81,58.46,2.679,,,,1.855,5.308,56.82,3.452,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:20:00,PUMP_B,running,75.05,59.46,2.692,,,,1.836,5.614,60.01,3.778,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:25:00,PUMP_B,running,69.69,57.22,2.635,,,,1.81,5.493,58.54,3.683,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:30:00,PUMP_B,running,69.94,58.2,2.685,,,,1.845,5.508,58.1,3.663,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:35:00,PUMP_B,running,71.6,58.45,2.573,,,,1.859,5.577,59.39,3.718,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:40:00,PUMP_B,running,70.21,58.58,2.66,,,,1.844,5.46,57.12,3.616,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:45:00,PUMP_B,running,76.55,59.16,2.74,,,,1.771,5.609,61.65,3.838,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:50:00,PUMP_B,running,76.18,59.32,2.646,,,,1.811,5.528,59.01,3.717,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:55:00,PUMP_B,running,73.96,57.84,2.662,,,,1.87,5.431,59.93,3.56,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:00:00,PUMP_B,running,73.57,58.94,2.703,,,,1.77,5.642,59.81,3.873,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:05:00,PUMP_B,running,75.75,58.92,2.681,,,,1.814,5.634,59.8,3.82,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:10:00,PUMP_B,running,75.75,59.27,2.734,,,,1.875,5.538,61.18,3.663,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:15:00,PUMP_B,running,75.44,59.68,2.726,,,,1.823,5.728,61.31,3.905,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:20:00,PUMP_B,running,79.68,59.9,2.779,,,,1.821,5.592,62.33,3.771,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:25:00,PUMP_B,running,76.64,59.4,2.977,,,,1.82,5.54,61.38,3.721,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:30:00,PUMP_B,running,80.28,60.12,2.806,,,,1.821,5.672,62.52,3.851,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:35:00,PUMP_B,running,76.71,59.12,2.839,,,,1.903,5.641,61.64,3.738,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:40:00,PUMP_B,running,75.3,58.45,2.681,,,,1.82,5.539,60.87,3.719,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:45:00,PUMP_B,running,78.15,59.29,2.741,,,,1.745,5.556,61.4,3.811,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:50:00,PUMP_B,running,77.44,58.35,2.758,,,,1.75,5.664,61.48,3.914,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:55:00,PUMP_B,running,76.06,58.94,2.651,,,,1.819,5.605,60.66,3.786,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:00:00,PUMP_B,running,84.55,59.81,2.996,,,,1.752,5.746,66.07,3.994,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:05:00,PUMP_B,running,78.82,58.85,2.827,,,,1.801,5.665,61.14,3.864,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:10:00,PUMP_B,running,79.19,58.97,2.798,,,,1.788,5.692,61.58,3.904,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:15:00,PUMP_B,running,77.79,60.0,2.746,,,,1.854,5.646,60.64,3.792,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:20:00,PUMP_B,running,78.25,58.89,2.695,,,,1.808,5.715,61.05,3.907,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:25:00,PUMP_B,running,77.35,59.63,2.869,,,,1.811,5.679,61.58,3.867,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:30:00,PUMP_B,running,76.48,58.26,2.731,,,,1.844,5.59,61.53,3.746,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:35:00,PUMP_B,running,77.59,59.44,2.835,,,,1.834,5.598,61.42,3.763,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:40:00,PUMP_B,running,83.98,59.54,2.835,,,,1.82,5.639,65.37,3.819,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:45:00,PUMP_B,running,78.86,60.14,2.708,,,,1.823,5.554,62.2,3.731,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:50:00,PUMP_B,running,78.99,58.41,2.742,,,,1.858,5.625,63.08,3.767,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 10:55:00,PUMP_B,running,82.43,60.66,2.899,,,,1.807,5.697,62.9,3.889,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:00:00,PUMP_B,running,82.95,59.88,2.92,,,,1.774,5.677,62.54,3.902,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:05:00,PUMP_B,running,73.66,57.9,2.662,,,,1.845,5.584,59.91,3.739,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:10:00,PUMP_B,running,77.77,59.79,2.778,,,,1.848,5.592,61.13,3.744,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:15:00,PUMP_B,running,76.79,57.34,2.768,,,,1.82,5.64,60.56,3.82,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:20:00,PUMP_B,running,75.82,58.12,2.704,,,,1.757,5.545,59.5,3.788,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:25:00,PUMP_B,running,73.96,57.37,2.838,,,,1.798,5.577,59.46,3.779,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:30:00,PUMP_B,running,76.9,58.27,2.831,,,,1.828,5.552,61.0,3.724,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:35:00,PUMP_B,running,78.14,58.92,2.854,,,,1.811,5.562,62.11,3.751,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:40:00,PUMP_B,running,75.11,57.7,2.731,,,,1.818,5.604,61.6,3.786,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:45:00,PUMP_B,running,75.09,57.22,2.803,,,,1.805,5.487,59.87,3.682,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:50:00,PUMP_B,running,81.1,59.66,2.771,,,,1.803,5.639,63.75,3.837,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 11:55:00,PUMP_B,running,78.67,58.35,2.8,,,,1.855,5.512,61.53,3.657,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:00:00,PUMP_B,running,79.46,58.54,2.944,,,,1.815,5.595,61.86,3.78,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:05:00,PUMP_B,running,71.41,56.98,2.625,,,,1.766,5.428,58.74,3.662,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:10:00,PUMP_B,running,75.03,58.04,2.772,,,,1.903,5.54,58.95,3.637,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:15:00,PUMP_B,running,78.53,58.85,2.71,,,,1.764,5.599,61.23,3.835,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:20:00,PUMP_B,running,72.48,57.53,2.833,,,,1.808,5.581,59.74,3.772,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:25:00,PUMP_B,running,74.59,58.5,2.799,,,,1.802,5.607,59.42,3.805,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:30:00,PUMP_B,running,75.01,58.66,2.656,,,,1.892,5.56,60.29,3.668,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:35:00,PUMP_B,running,72.1,57.28,2.635,,,,1.822,5.515,58.33,3.692,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:40:00,PUMP_B,running,72.35,56.62,2.644,,,,1.764,5.534,58.24,3.771,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:45:00,PUMP_B,running,72.08,57.09,2.709,,,,1.824,5.437,59.18,3.612,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:50:00,PUMP_B,running,72.85,57.36,2.6,,,,1.84,5.517,58.59,3.677,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 12:55:00,PUMP_B,running,73.69,58.39,2.67,,,,1.899,5.525,59.55,3.626,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:00:00,PUMP_B,running,68.46,57.01,2.618,,,,1.901,5.377,56.45,3.476,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:05:00,PUMP_B,running,74.97,57.1,2.658,,,,1.795,5.584,58.99,3.789,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:10:00,PUMP_B,running,76.01,58.33,2.756,,,,1.805,5.563,60.86,3.758,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:15:00,PUMP_B,running,70.15,57.05,2.6,,,,1.866,5.534,58.45,3.668,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:20:00,PUMP_B,running,70.65,57.05,2.743,,,,1.82,5.411,59.29,3.592,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:25:00,PUMP_B,running,78.29,57.77,2.912,,,,1.806,5.593,62.39,3.787,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:30:00,PUMP_B,running,75.52,58.25,2.713,,,,1.834,5.534,60.86,3.7,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:35:00,PUMP_B,running,70.25,56.58,2.58,,,,1.863,5.509,58.2,3.646,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:40:00,PUMP_B,running,70.09,57.2,2.551,,,,1.763,5.409,58.14,3.646,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:45:00,PUMP_B,running,70.79,57.48,2.688,,,,1.847,5.621,59.2,3.775,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:50:00,PUMP_B,running,71.37,56.8,2.687,,,,1.799,5.515,57.65,3.717,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 13:55:00,PUMP_B,running,65.68,55.52,2.518,,,,1.873,5.442,55.69,3.568,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 14:00:00,PUMP_B,running,72.93,57.83,2.628,,,,1.898,5.474,58.05,3.576,normal,ok,False,none,normal,,Rutin izlemeye devam et.
